,url,w_Anth,w_Arxiv,pages_Anth,pages_Arxiv,Jaccard,cosine_abstract,day
596,https://aclanthology.org/2020.emnlp-main.348,11609.0,9709.0,22.0,17.0,0.6852264291017075,0.9969484806060792,209
597,https://aclanthology.org/W18-4711,4901.0,4958.0,10.0,10.0,0.9432084309133488,,21
598,https://aclanthology.org/P18-1025,5615.0,7120.0,10.0,14.0,0.7890779580530273,0.976650595664978,45
599,https://aclanthology.org/K18-1029,6075.0,6747.0,10.0,12.0,0.925744775455758,0.9764776229858398,-7
600,https://aclanthology.org/K18-2004,5415.0,5374.0,10.0,10.0,0.9924343569203382,0.9999999403953552,-573
601,https://aclanthology.org/P18-2088,3662.0,3628.0,6.0,6.0,0.9861842105263158,1.000000238418579,58
602,https://aclanthology.org/2020.coling-main.538,7753.0,7712.0,13.0,13.0,0.9823455233291298,1.0,31
603,https://aclanthology.org/D18-1110,4164.0,4043.0,7.0,7.0,0.9535623409669212,0.9941527247428894,70
604,https://aclanthology.org/W17-3006,2635.0,2605.0,5.0,5.0,0.9844155844155844,1.0,57
605,https://aclanthology.org/D17-1225,3813.0,3779.0,7.0,7.0,0.9887566137566136,0.9816261529922484,4
606,https://aclanthology.org/N19-1277,5312.0,5275.0,10.0,10.0,0.9530703944083874,0.9868366122245787,98
607,https://aclanthology.org/D18-1086,3431.0,3397.0,6.0,6.0,0.987121212121212,0.9982743263244628,65
608,https://aclanthology.org/2021.emnlp-main.127,5655.0,5624.0,9.0,9.0,0.99349139934914,0.9980791211128236,53
609,https://aclanthology.org/2021.acl-long.441,9066.0,9020.0,14.0,14.0,0.9934490664919752,1.0,60
610,https://aclanthology.org/2020.findings-emnlp.225,8539.0,8504.0,14.0,14.0,0.9931459904043866,0.9999999403953552,20
611,https://aclanthology.org/2021.eacl-main.52,8048.0,7898.0,13.0,13.0,0.917557251908397,0.9575682878494264,223
612,https://aclanthology.org/2021.emnlp-main.99,8304.0,8267.0,15.0,15.0,0.99302649930265,1.0000001192092896,52
613,https://aclanthology.org/D19-1450,6992.0,6407.0,12.0,11.0,0.8306968790081232,0.9942755699157716,195
614,https://aclanthology.org/P16-1020,6620.0,6124.0,11.0,10.0,0.8697247706422019,,135
615,https://aclanthology.org/2020.acl-main.765,7613.0,7578.0,11.0,11.0,0.9919416730621642,0.9961451888084412,42
616,https://aclanthology.org/P15-1173,6695.0,6833.0,11.0,11.0,0.9318592057761732,,-3
